시도,시군구,읍면동,도로명주소,주택 유형,건축물구조,전용면적,건축연도,빈집등급,데이터기준일자
경상남도,함양군,서상면,경상남도 함양군 서상면 부전계곡로 224,단독주택,벽돌구조,78,1994,(구)2등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 부전계곡로 330,단독주택,경량철골구조,92,2001,(구)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 가르내길 80,단독주택,목구조,109,1948,(신)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 추하뒷길 15,단독주택,목구조,79,1948,(구)4등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 논개길 149-6,단독주택,목구조,66,1948,(구)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 논개길 158-1,단독주택,블록구조,82,1995,(구)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 논개길 156,단독주택,목구조,63,1948,(구)2등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 가르내길 160-13,단독주택,목구조,60,1948,(구)2등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 맹동길 5,단독주택,목구조,83,1948,(구)2등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 맹동길 15,단독주택,벽돌구조,87,1948,(구)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 맹동길 18,단독주택,목구조,56,1948,(신)2등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 복동길 16,단독주택,목구조,96,1948,(구)2등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 육십령로 1366,단독주택,목구조,60,1948,(신)2등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 서상신기길 9-16,단독주택,목구조,46,1960,(구)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 조산안길 28-7,단독주택,목구조,60,1948,(신)2등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 조산안길 26-5,단독주택,목구조,69,1956,(구)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 조산길 18,단독주택,벽돌구조,124,1993,(신)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 조산길 24-2,단독주택,목구조,66,1954,(신)1등급,2025-07-16
경상남도,함양군,서상면,경상남도 함양군 서상면 조산길 25-18,단독주택,목구조,113,1953,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 평정길 17,단독주택,목구조,60,1957,(구)4등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 평정길 35-8,단독주택,벽돌구조,66,1997,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 동백길 35-16,단독주택,목구조,73,1932,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 동백길 24,단독주택,목구조,46,1932,(구)3등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 함양남서로 2463-8,단독주택,벽돌구조,128,1996,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 서백길 41-1,단독주택,목구조,79,1974,(구)4등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 함양남서로 2451-6,단독주택,목구조,60,1940,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 함양남서로 2451-16,단독주택,목구조,66,1930,(구)3등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 함양남서로 2805,단독주택,벽돌구조,98,1993,(구)1등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 함양남서로 2803,단독주택,목구조,83,1997,(신)1등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 하조길 34,단독주택,목구조,36,1941,(구)4등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 운산길 24,단독주택,목구조,46,1947,(구)3등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 운산길 18,단독주택,목구조,83,1969,(구)1등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 운산1길 15-21,단독주택,목구조,93,1952,(구)4등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 운산1길 15-30,단독주택,목구조,96,1932,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 운산1길 28-2,단독주택,목구조,33,1974,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 운산1길 61-12,단독주택,목구조,60,1945,(구)4등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 중기길 195,단독주택,블록구조,98,2005,(구)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 구산대안로 340,단독주택,목구조,53,1932,(구)1등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 구산안길 9-2,단독주택,목구조,50,1947,(구)4등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 구산안길 18,단독주택,목구조,60,1938,(구)4등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 음천길 15,단독주택,목구조,43,1945,(구)1등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 양천길 30,단독주택,목구조,20,1965,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 매치길 17,단독주택,벽돌구조,53,1982,(구)4등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 하대평윗길 6-5,단독주택,목구조,95,1935,(구)3등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 하대평윗길 6-16,단독주택,목구조,56,1945,(구)3등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 하대평길 2-6,단독주택,목구조,69,1940,(신)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 백현길 27-21,단독주택,목구조,83,1935,(구)2등급,2025-07-16
경상남도,함양군,백전면,경상남도 함양군 백전면 상대평길 8-7,단독주택,목구조,60,1940,(구)3등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 소현길 15,단독주택,경량철골구조,64,2018,(신)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 소현길 28,단독주택,목구조,63,1962,(구)4등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 축동길 49-29,단독주택,목구조,86,1945,(구)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 병곡신기길 8-3,단독주택,경량철골구조,90,1950,(신)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 덕평연서길 27-12,단독주택,목구조,63,1963,(구)2등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 덕평길 12-4,단독주택,벽돌구조,111,1998,(신)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 덕평앞길 19,단독주택,벽돌구조,52,1995,(신)2등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 송호서원길 32-1,단독주택,목구조,66,1967,(구)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 송평길 7-8,단독주택,목구조,72,1950,(구)2등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 도천길 8-9,단독주택,목구조,50,1944,(구)3등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 함양남서로 1606,단독주택,벽돌구조,43,2015,(신)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 도천중간길 32,단독주택,목구조,76,1946,(구)3등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 도천동산길 9,단독주택,목구조,56,1954,(구)4등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 도천길 110,단독주택,목구조,73,1950,(구)3등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 병곡지곡로 74-23,단독주택,목구조,89,1956,(구)4등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 다볕길 111,단독주택,벽돌구조,101,2011,(신)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 대광길 19,단독주택,목구조,56,1950,(신)3등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 대광길 17-1,단독주택,목구조,73,1947,(구)4등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 대광길 15-5,단독주택,벽돌구조,88,1997,(신)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 묘동길 60-5,단독주택,철근콘크리트구조,90,2008,(신)1등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 마평길 49-7,단독주택,목구조,66,1948,(구)2등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 원산안길 10-12,단독주택,목구조,56,1948,(구)4등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 원산안길 10-4,단독주택,목구조,79,1951,(구)2등급,2025-07-16
경상남도,함양군,병곡면,경상남도 함양군 병곡면 원산길 1-28,단독주택,목구조,83,1953,(구)2등급,2025-07-16
